,confirmed,deaths,Holt,Holt-Winters,SARIMA,Long Short-Term Memory,Holt-Winters Forecast
2020-02-11,1.0,0.0,,,0.0,0.0,
2020-02-12,0.0,0.0,,,0.0,0.0,
2020-02-13,1.0,0.0,,,0.0,0.0,
2020-02-14,1.0,0.0,,,0.0,0.0,
2020-02-15,0.0,0.0,,,0.0,0.0,
2020-02-16,0.0,0.0,,,0.0,0.0,
2020-02-17,0.0,0.0,,,0.0,0.0,
2020-02-18,0.0,0.0,,,0.0,0.0,
2020-02-19,0.0,0.0,,,0.0,0.0,
2020-02-20,0.0,0.0,,,0.0,0.0,
2020-02-21,1.0,0.0,,,0.0,0.0,
2020-02-22,19.0,0.0,,,0.0,0.0,
2020-02-23,0.0,0.0,,,0.0,0.0,
2020-02-24,0.0,0.0,,,0.0,0.0,
2020-02-25,18.0,0.0,,,0.0,0.0,
2020-02-26,0.0,0.0,,,0.0,0.0,
2020-02-27,6.0,0.0,,,0.0,0.0,
2020-02-28,1.0,0.0,,,0.0,0.0,
2020-02-29,6.0,0.0,,,0.0,0.0,
2020-03-01,3.0,1.0,1.0,1.1303110838325596,0.0,1.0,1.1303110838325596
2020-03-02,20.0,1.0,1.0,1.2234042343005793,0.2523664497820385,1.0,1.223404234300579
2020-03-03,14.0,4.0,1.0,5.11195350440641,0.6710440384370331,4.0,5.111953504406409
2020-03-04,22.0,3.0,1.9344664318367348,3.8911206051742124,1.4485063509252938,2.9999999999999996,3.891120605174212
2020-03-05,34.0,2.0,2.26655464604752,2.573675700986259,2.4427873342099,2.0,2.573675700986259
2020-03-06,74.0,1.0,2.183775380390066,1.2554953840899579,1.9385639806396249,1.0,1.2554953840899583
2020-03-07,105.0,2.0,1.8152773332392191,2.4228944592691546,1.4038565160101681,2.0,2.422894459269156
2020-03-08,95.0,3.0,1.8729798079417914,1.1344086243101412,1.6422524172800395,2.9999999999999996,1.1344086243101417
2020-03-09,121.0,4.0,2.2242150652497874,1.8909602721973249,2.793594480950685,4.0,1.8909602721973253
2020-03-10,200.0,5.0,2.777625199473662,12.434451989714285,3.438540475938603,5.0,12.434451989714287
2020-03-11,271.0,2.0,3.4702973892819755,9.178182954974712,3.745213346644163,2.0,9.17818295497471
2020-03-12,287.0,2.0,3.012852233436399,5.291226320859516,2.952231241294221,2.0,5.291226320859518
2020-03-13,351.0,10.0,2.697793536720483,2.3055553838239087,1.6043863457737841,10.0,2.305555383823909
2020-03-14,511.0,7.0,4.973014892114049,12.276307425656885,3.969647924595721,7.0,12.276307425656885
2020-03-15,777.0,10.0,5.605593374350444,9.510378493642438,7.416846892852307,10.0,9.510378493642435
2020-03-16,823.0,12.0,6.975946879099601,11.41376930930049,7.450328556176654,11.999999999999998,11.413769309300486
2020-03-17,887.0,16.0,8.542988376824727,42.91185386927002,8.62251783999547,16.0,42.91185386927003
2020-03-18,1766.0,23.0,10.868673514294027,31.303360867867355,10.716873816472015,23.000000000000004,31.30336086786736
2020-03-19,2988.0,42.0,14.651752038808072,24.41983054409171,14.658478717776763,42.0,24.419830544091727
2020-03-20,4835.0,0.0,,,22.892318243980206,0.0,
2020-03-21,5374.0,110.0,23.1780925837387,37.114041507315896,21.646752256505692,110.0,37.11404150731591
2020-03-22,7123.0,80.0,50.2429648355059,94.28915637521297,33.21376879231423,80.0,94.28915637521301
2020-03-23,8459.0,131.0,59.542124463096954,100.65303983132321,72.00806091303375,131.0,100.65303983132327
2020-03-24,11236.0,119.0,81.84314799804888,150.2069490035653,78.20131983458839,119.0,150.20694900356543
2020-03-25,8789.0,211.0,93.46985033397368,511.63684198848034,94.33014550272793,211.0,511.6368419884806
2020-03-26,13963.0,249.0,130.1537720494684,468.7758536304187,119.48068179757287,249.0,468.77585363041885
2020-03-27,16797.0,246.0,167.275606859436,466.90263780978273,180.0876257325092,246.00000000000003,466.9026378097827
2020-03-28,18695.0,411.0,191.9213332854852,631.8456505691914,204.3785601436691,411.0,631.8456505691911
2020-03-29,19979.0,484.0,260.3325148891768,538.3776553884576,254.9142058215002,484.0,538.3776553884572
2020-03-30,18360.0,318.0,330.2309716111461,545.4889928134454,350.6597990317887,318.0,545.4889928134452
2020-03-31,21595.0,661.0,326.66091610781206,476.3684173033123,357.8629833486841,661.0,476.3684173033119
2020-04-01,24998.0,909.0,431.112836763758,1483.706314730118,384.26543935191415,909.0,1483.706314730118
2020-04-02,27103.0,1059.0,580.4037427466767,1281.7843187664357,608.4853142577889,1059.0,1281.7843187664353
2020-04-03,28819.0,915.0,730.0536409539025,1231.7487791196274,796.0756434040902,915.0,1231.748779119627
2020-04-04,32425.0,1104.0,788.3067684835482,1646.2686079759342,829.7240535970287,1104.0,1646.268607975934
2020-04-05,34272.0,1344.0,887.3716467397978,1337.3818659484423,831.8538053665166,1344.0,1337.3818659484418
2020-04-06,25398.0,1146.0,1030.4650262843847,1180.4242584555966,1033.8831497437004,1146.0,1180.4242584555955
2020-04-07,30561.0,1342.0,1067.367644177301,1285.4806845348444,1160.431781322401,1342.0,1285.4806845348435
2020-04-08,30613.0,1906.0,1153.9016972166537,2823.641403333917,1179.237970823469,1906.0000000000002,2823.641403333916
2020-04-09,33323.0,1922.0,1389.3656851560972,2385.614270390313,1416.6029798162695,1922.0,2385.614270390311
2020-04-10,33901.0,1873.0,1556.6500754654473,2042.4661637364102,1685.6271978724512,1873.0,2042.4661637364072
2020-04-11,35527.0,2087.0,1656.6782046211163,2623.5054620800615,1676.3452530392665,2087.0,2623.5054620800584
2020-04-12,28391.0,1831.0,1792.3383790268542,2229.2526130090782,1696.996469346237,1830.9999999999998,2229.252613009077
2020-04-13,27620.0,1500.0,1806.038175704205,1706.231413278256,1820.441457001452,1500.0,1706.2314132782542
2020-04-14,25023.0,1541.0,1712.293442621239,1680.119883086154,1762.1205815342773,1541.0,1680.1198830861526
2020-04-15,26922.0,2408.0,1660.4595470410275,2976.3361107479823,1694.1972294718562,2408.0,2976.3361107479795
2020-04-16,30148.0,4928.0,1895.0168778437935,2470.58301575233,1965.053888541895,4928.0,2470.5830157523283
2020-04-17,31667.0,2299.0,2842.3436605459337,2973.457965687427,2927.6984098641874,2299.0,2973.4579656874253
2020-04-18,30833.0,3770.0,2675.7218554828573,3546.745909927178,3194.690263363452,3770.0,3546.745909927177
2020-04-19,32922.0,1856.0,3019.473548138135,3336.8229227051793,2398.4276075678954,1856.0,3336.822922705179
2020-04-20,24601.0,1772.0,2659.7120315791176,2366.018504856261,2525.453536586375,1772.0,2366.0185048562616
2020-04-21,28065.0,1857.0,2385.540072120146,2221.910343381991,2229.01472895273,1857.0,2221.9103433819905
2020-04-22,37289.0,2524.0,2223.053428376407,3669.5026840947153,2522.540088957919,2524.0,3669.502684094715
2020-04-23,17588.0,1721.0,2318.993705674807,3566.2095723303673,2759.0805293792964,1721.0,3566.209572330368
2020-04-24,26543.0,3179.0,2134.7850688097283,1918.7140317521882,2695.9962001460776,3179.0000000000005,1918.7140317521882
2020-04-25,21352.0,1054.0,2462.3551183550276,2845.9306192358536,2099.524813137432,1054.0,2845.9306192358545
2020-04-26,48529.0,2172.0,2025.6681262262546,1672.712357900467,1774.2035781748805,2172.0,1672.712357900468
2020-04-27,26857.0,1687.0,2073.204683002813,1421.8846947677976,1251.173079666137,1687.0,1421.8846947677985
2020-04-28,22541.0,1369.0,1954.7705792411202,1478.066410461079,1865.6695768448924,1369.0,1478.0664104610798
2020-04-29,24132.0,2110.0,1773.9991567654738,2339.8122976185896,2083.9020006788805,2110.0,2339.812297618592
2020-04-30,27326.0,2611.0,1880.4039964193291,2273.6530376680994,2290.9814192077606,2611.0,2273.6530376681008
2020-05-01,29917.0,2040.0,2109.9379444703286,1980.4389992509477,2397.0577888945836,2040.0,1980.4389992509489
2020-05-02,33955.0,2062.0,2090.1417770247435,1880.4777372794383,2173.549405747435,2062.0,1880.4777372794404
2020-05-03,29288.0,1317.0,2083.354813604984,1778.7553562533399,1572.0595427180506,1317.0,1778.7553562533412
2020-05-04,24972.0,1297.0,1846.4212266224115,1262.5784867285117,1402.5464939751437,1297.0,1262.5784867285136
2020-05-05,22593.0,1252.0,1676.8724634905823,1176.8987678954056,1500.1227654985098,1252.0,1176.898767895407
2020-05-06,23841.0,2144.0,1545.9780417942643,1929.0216598072677,1811.322212775462,2144.0,1929.0216598072695
2020-05-07,24128.0,2353.0,1733.8359509764446,2132.3043865246004,2118.9541324828197,2353.0,2132.304386524601
2020-05-08,28369.0,2239.0,1928.4810429517697,1815.7820957328481,2325.933034216103,2239.0,1815.7820957328486
2020-05-09,26957.0,1510.0,2027.1084551590998,1906.518652245372,1952.6018384624597,1510.0,1906.5186522453723
2020-05-10,25612.0,1614.0,1867.8231200713515,1538.035060726871,1418.2537222172223,1614.0,1538.0350607268708
2020-05-11,20258.0,734.0,1790.452009546556,1312.1895367566642,1210.7739218489448,734.0,1312.1895367566644
2020-05-12,18117.0,1156.0,1462.785633669706,1058.7968274901227,1442.707134055599,1156.0,1058.7968274901225
2020-05-13,22048.0,1703.0,1368.4912857303193,1755.5925584817728,1590.9698334487193,1703.0,1755.5925584817724
2020-05-14,20782.0,1746.0,1474.0217284893515,1828.3492673354558,1968.6303961680765,1746.0,1828.3492673354556
2020-05-15,27143.0,1773.0,1560.1665431403785,1486.335489788615,1945.3689708054849,1773.0,1486.3354897886147
2020-05-16,25508.0,1662.0,1627.9615866544518,1362.6721137601035,1498.6837549283232,1661.9999999999998,1362.6721137601037
2020-05-17,24487.0,1186.0,1640.0870785719594,1315.5121051968788,1102.6050548367948,1186.0,1315.5121051968783
2020-05-18,18873.0,808.0,1500.0532197774692,957.165009014431,1046.033082631207,808.0,957.1650090144311
2020-05-19,21841.0,791.0,1285.693984486531,961.1032543108463,1141.8697679652134,791.0,961.1032543108466
2020-05-20,19970.0,1568.0,1132.645704507053,1425.04044029339,1366.0060372987448,1567.9999999999998,1425.04044029339
2020-05-21,23285.0,1518.0,1269.3785698215272,1539.178244712037,1708.1610240876641,1518.0,1539.1782447120372
2020-05-22,25434.0,1263.0,1348.0370298523271,1332.3917030294485,1790.7203234263416,1263.0,1332.3917030294483
2020-05-23,24147.0,1305.0,1322.759039405652,1128.8480024732314,1258.0375035669276,1304.9999999999998,1128.8480024732314
2020-05-24,21236.0,1080.0,1318.4288420547332,983.1670203839218,802.1538140545797,1080.0,983.1670203839216
2020-05-25,20568.0,633.0,1245.302171791275,744.9013923436861,794.9583005146967,633.0,744.9013923436862
2020-05-26,19064.0,500.0,1055.5528100121394,743.2168007191515,949.6778546953392,500.00000000000006,743.216800719152
2020-05-27,18910.0,696.0,883.3091258143012,1096.702672203727,1064.007807361555,696.0,1096.7026722037278
2020-05-28,18721.0,1526.0,825.6912842722996,952.2062126114853,1193.7051532145103,1526.0,952.2062126114861
2020-05-29,21817.0,1175.0,1044.7203874613538,958.1807567316823,1322.8311606116952,1175.0,958.1807567316825
2020-05-30,25337.0,1219.0,1086.2674587477982,932.3973184034824,1191.4359187471882,1219.0,932.3973184034826
2020-05-31,23297.0,945.0,1128.6207199029918,861.4394558874391,740.0270785647492,945.0,861.4394558874391
2020-06-01,19807.0,602.0,1072.3964666164218,638.045028036465,630.4627540735933,602.0,638.0450280364649
2020-06-02,21086.0,764.0,926.7189287396575,653.7955565665167,722.5091191591837,764.0,653.7955565665167
2020-06-03,20544.0,1034.0,876.8121589819177,1198.1709375393125,992.8280109400798,1034.0,1198.1709375393127
2020-06-04,19699.0,994.0,926.5822912090084,1500.0111182243106,1300.8943320361723,994.0,1500.0111182243106
2020-06-05,21140.0,1036.0,948.4168470337785,1103.8062142109736,1339.95493873488,1036.0,1103.8062142109734
2020-06-06,25178.0,932.0,976.5591927191657,1003.9745266010035,999.695423976545,932.0,1003.9745266010035
2020-06-07,22223.0,659.0,963.5357134349092,773.822117846121,669.3613126714358,659.0000000000001,773.8221178461209
2020-06-08,22302.0,712.0,869.4562289149525,489.88953995903546,513.0879850516762,712.0,489.8895399590355
2020-06-09,18822.0,493.0,821.1345416032988,596.6891387753078,605.4496898117153,492.99999999999994,596.689138775308
2020-06-10,18665.0,999.0,719.5613989037373,892.7840056484386,847.4995261447395,999.0,892.7840056484384
2020-06-11,20614.0,918.0,807.2889106068782,1129.5410736452923,1054.6127685547815,918.0,1129.5410736452918
2020-06-12,22883.0,896.0,842.5040869598646,918.2832007902186,1147.6368365096318,896.0,918.283200790219
2020-06-13,25639.0,849.0,859.9177459576596,839.3117959151647,871.0548249170049,849.0,839.311795915165
2020-06-14,25540.0,767.0,857.2684910773681,654.0519820393271,618.9842294277514,767.0000000000001,654.0519820393271
2020-06-15,19543.0,296.0,829.8804400019761,528.0504910446342,546.100226796051,296.0,528.0504910446343
2020-06-16,19957.0,395.0,664.1810721863461,418.8267012161799,580.9925345291903,395.0,418.82670121618014
2020-06-17,23705.0,836.0,580.8382705337694,666.3977135015576,609.911723948623,836.0,666.397713501558
2020-06-18,25559.0,754.0,660.8670523387029,801.6021411285781,867.3720444265513,754.0,801.6021411285778
2020-06-19,27762.0,717.0,690.4637341170851,692.0241265377513,971.2228693949633,717.0,692.0241265377513
2020-06-20,29909.0,678.0,699.3287489557415,643.3950917318926,705.7862589182861,678.0,643.3950917318926
2020-06-21,34158.0,607.0,693.2813767687549,522.1817527671649,454.3412116090538,607.0,522.1817527671647
2020-06-22,25793.0,256.0,666.9807450376672,366.9292432994129,418.0258406670448,256.0,366.92924329941286
2020-06-23,31390.0,427.0,539.4401419097231,332.98779105643024,457.87361926547123,427.0,332.9877910564303
2020-06-24,34720.0,826.0,504.8414409157508,642.314271158748,535.6739519455655,826.0,642.3142711587482
2020-06-25,34339.0,751.0,605.37305975011,758.4892200282604,811.4061738074075,751.0,758.4892200282602
2020-06-26,40949.0,2437.0,651.282947480311,706.1101289342247,905.0727682120439,2437.0,706.1101289342246
2020-06-27,45527.0,623.0,1208.5438699509866,1390.2476922586611,1099.5805612482898,623.0,1390.2476922586613
2020-06-28,42486.0,500.0,1027.1401501224675,1134.6027300083413,1160.7733925749467,500.00000000000006,1134.6027300083415
2020-06-29,38673.0,265.0,863.7598963461984,647.373817712199,425.74814016976114,265.0,647.373817712199
2020-06-30,41556.0,336.0,677.8913962817593,657.5941638535362,420.18230279992304,336.0,657.5941638535363
2020-07-01,43880.0,1270.0,571.9159312086655,1030.8318915287507,703.8770596934776,1270.0,1030.831891528751
2020-07-02,52048.0,652.0,790.0389660252221,1149.9720318302102,1183.0079048666405,652.0,1149.9720318302097
2020-07-03,53399.0,678.0,747.7267879720531,1395.2956334059738,1185.4416384594447,678.0,1395.2956334059743
2020-07-04,54442.0,694.0,726.6677956562872,628.9851495326297,655.011228806707,694.0,628.9851495326299
2020-07-05,45221.0,242.0,717.1404294400122,518.0012142680083,311.52085017428846,242.0,518.0012142680084
2020-07-06,49093.0,271.0,569.6697918977591,245.01459440664092,205.11792296710576,271.0,245.01459440664092
2020-07-07,49990.0,359.0,477.0678222272455,277.80238893732945,315.22626817354393,359.0,277.8023889373295
2020-07-08,57473.0,1174.0,440.67561806550424,600.7381557750452,610.3419249062948,1174.0,600.7381557750456
2020-07-09,58906.0,829.0,669.6620982825,689.764826893674,1012.2945963438817,829.0000000000001,689.7648268936739
2020-07-10,63004.0,982.0,719.9437943688836,1038.852776103196,1091.5676290860329,982.0,1038.852776103196
2020-07-11,66625.0,806.0,802.2994122902663,673.0026670256445,658.1987814280028,806.0,673.0026670256442
2020-07-12,63051.0,717.0,804.1975844484363,542.9445668667317,461.06940950585533,717.0,542.9445668667317
2020-07-13,57258.0,391.0,777.760330510638,448.3055613255718,470.2870581645992,391.0,448.30556132557166
2020-07-14,58114.0,400.0,657.9097702495568,569.3751311652072,649.6503545837943,399.99999999999994,569.3751311652071
2020-07-15,68518.0,861.0,578.1074105531684,1289.9643431617258,762.9235902934308,861.0000000000001,1289.964343161726
2020-07-16,67717.0,953.0,666.816012312455,905.4536472162466,967.0418716423967,953.0000000000001,905.4536472162463
2020-07-17,76930.0,939.0,756.6416245484801,1215.2219061377298,1008.0301819863989,938.9999999999999,1215.2219061377293
2020-07-18,71494.0,908.0,814.1923029501913,759.5044137742617,756.0080835199275,907.9999999999999,759.5044137742619
2020-07-19,63749.0,853.0,844.1967694545732,605.2582199272663,529.1325340499249,853.0,605.2582199272664
2020-07-20,61796.0,415.0,847.7320000007865,453.534477217365,556.2643898558049,415.00000000000006,453.5344772173652
2020-07-21,56750.0,372.0,713.6236570981873,548.2775287991241,675.2813629913122,372.0,548.2775287991241
2020-07-22,72048.0,1160.0,607.7825941087558,1190.3072230780588,724.3327152514923,1160.0,1190.3072230780597
2020-07-23,68848.0,1124.0,780.4876125455525,994.5503731872989,999.9499449641519,1124.0,994.5503731872993
2020-07-24,63196.0,1052.0,888.3087620543622,1292.1514796831996,1223.5572585084492,1052.0,1292.1514796832
2020-07-25,78427.0,1304.0,940.1830035124963,900.8667690862166,949.4039974909871,1304.0,900.8667690862168
2020-07-26,65498.0,914.0,1054.5037819244408,823.3168362484712,736.3229609352957,914.0,823.3168362484711
2020-07-27,55993.0,475.0,1011.719172415133,517.860734690068,772.9700883204122,475.0,517.8607346900677
2020-07-28,56243.0,1076.0,845.367949549736,597.9230663479995,749.1336975516092,1076.0,597.923066347999
2020-07-29,61734.0,1245.0,918.068281114925,2064.366862832575,938.7381774741334,1245.0,2064.366862832575
2020-07-30,74985.0,1457.0,1020.8683603540652,1695.0088835220463,1383.9582792611993,1457.0000000000002,1695.0088835220463
2020-07-31,68032.0,1357.0,1157.8238407504432,1988.684301513556,1457.916204559699,1357.0,1988.6843015135569
2020-08-01,67023.0,1244.0,1221.0529481087801,1560.5760116255178,1222.421648227754,1244.0,1560.576011625519
2020-08-02,58407.0,1133.0,1229.4082060678381,1088.7471025260181,951.3681474373648,1133.0,1088.7471025260193
2020-08-03,47511.0,413.0,1200.561532199638,627.3270769069142,916.1857676591434,413.0,627.3270769069147
2020-08-04,45607.0,543.0,956.2107725750426,755.0779267121808,893.4186477782937,543.0,755.0779267121816
2020-08-05,57525.0,1403.0,828.3095543585335,1335.592633344082,890.4221220262356,1403.0,1335.5926333440839
2020-08-06,52804.0,1450.0,1008.2611829747846,1202.4573457133613,1255.4681353803066,1450.0,1202.4573457133617
2020-08-07,59755.0,1848.0,1146.957851791727,1394.9897045964462,1522.5986793971272,1847.9999999999998,1394.9897045964467
2020-08-08,58150.0,1252.0,1366.650764564242,1326.7211062707354,1352.4875531134287,1252.0,1326.7211062707356
2020-08-09,56221.0,1069.0,1332.275703516647,1012.0937511280555,1073.5418508978298,1069.0,1012.0937511280555
2020-08-10,46847.0,513.0,1251.5262559258445,537.1164060134832,826.0087512601517,513.0,537.116406013483
2020-08-11,49530.0,523.0,1022.5241521362709,732.1000439824409,877.0593629749304,523.0,732.1000439824411
2020-08-12,46813.0,1076.0,867.7902110437112,1415.459159362633,991.7257964802513,1076.0,1415.4591593626335
2020-08-13,55941.0,1490.0,933.5348535933528,1201.5572203982586,1316.8126808224952,1490.0,1201.5572203982588
2020-08-14,51094.0,1083.0,1107.9252419774646,1438.0090107381452,1493.331714546554,1321.6737880706787,1438.0090107381457
2020-08-15,64838.0,1336.0,1109.0175606375649,1125.9121887300917,1300.243921520151,1339.7093544006348,1024.5039556441418
2020-08-16,48085.0,1035.0,1110.1109562295824,873.0354859900126,883.1350112546103,1020.5825777053832,867.5781984039132
2020-08-17,42104.0,571.0,1111.2054298152796,434.1211457169523,654.8339883195256,653.260085105896,464.6067708269902
2020-08-18,35056.0,445.0,1112.3009824574644,555.5285728220409,732.3068180394504,576.7563080787659,658.8516933595935
2020-08-19,44091.0,1324.0,1113.3976152199941,1181.6785916015904,1062.184526682177,1057.5931377410889,1285.3536699741126
2020-08-20,47426.0,1356.0,1114.4953291677737,1156.5328298344557,1404.3457705656147,1329.9808139801025,1351.0734697708533
2020-08-21,44005.0,1078.0,1115.5941253667588,1294.6604146829009,1505.002673562736,1428.7917137145996,1388.012445097748
2020-08-22,49880.0,1151.0,1116.6940048839556,1013.6751093163132,1282.8586151320337,1407.7117652893066,1134.6821951093561
2020-08-23,44378.0,956.0,1117.7949687874222,786.0065381263018,917.6908800866654,1180.3016805648804,861.6410810707077
2020-08-24,34506.0,444.0,1118.89701814627,390.8455776977536,677.7321898280929,857.3627071380615,447.794752424257
2020-08-25,38298.0,473.0,1120.0001540306644,500.1504490495507,740.9998721945722,706.3405590057373,511.5597201395511
2020-08-26,38119.0,1207.0,1121.1043775118258,1063.8824124193222,1054.3963387772187,994.5187368392943,1147.4527798871957
2020-08-27,42848.0,1228.0,1122.2096896620305,1041.2433175917836,1380.4824438833925,1430.3667030334473,1194.0137087984065
2020-08-28,45909.0,1110.0,1123.316091554612,1165.6015899973515,1477.3079618229494,1516.2047958374023,1166.9203971762092
2020-08-29,49654.0,949.0,1124.4235842639632,912.6264352874549,1277.967759536316,1500.0069618225098,1063.4281371709983
2020-08-30,44143.0,1006.0,1125.5321688655342,707.6531113471385,935.3176040228518,1318.9262218475342,791.2417036008295
2020-08-31,35581.0,290.0,1126.6418464358374,351.88395477397603,706.2857304575008,1050.210705757141,423.2451107534964
2020-09-01,33850.0,529.0,1127.752618052445,450.2927192632464,758.3809001690194,839.3355855941772,427.3883763799044
2020-09-02,44639.0,1091.0,1128.8644847939922,957.8288000640746,1047.7418824993515,1017.4068975448607,1084.7690988878026
2020-09-03,38754.0,1055.0,1129.9774477401781,937.4464939181472,1355.4580069333379,1565.3599128723145,1114.3635706049288
2020-09-04,,,,,,,1044.9850079452076
2020-09-05,,,,,,,956.2514955624389
2020-09-06,,,,,,,802.4364042780963
2020-09-07,,,,,,,348.4274975046878
2020-09-08,,,,,,,441.2254540996241
2020-09-09,,,,,,,996.0820770909693
2020-09-10,,,,,,,1015.8465614998437
2020-09-11,,,,,,,967.4366913684419
2020-09-12,,,,,,,885.2880911680575
2020-09-13,,,,,,,742.8876147370485
2020-09-14,,,,,,,322.57069987112743
2020-09-15,,,,,,,408.48212195984
2020-09-16,,,,,,,922.1628460365625
2020-09-17,,,,,,,940.4606084520472
